吾心可鉴,彭凯平, 8.0,励志成功,书名：吾心可鉴*-*作者：彭凯平*-*格式：EPUB/MOBI/AZW3*-*评分：8.0*-*出版社：清华大学出版社*-*出版年：2016-7-1*-*标签：励志心理*-*ISBN： 9787302437352 *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/2020030108171253.jpg,百度云盘##https://pan.baidu.com/s/10-V3u8qxmU4lKJtp3m3ofA,蓝奏云盘##https://www.lanzous.com/b02mt7ydi,城通云盘##http://tesscn.aibooks.cc/dir/938796-37617025-1b6f7e,百度提取码：t1rt蓝奏提取码：au1z,https://www.aibooks.cc/books/8067.html
富人的逻辑,[德]雷纳•齐特尔曼, 7.1,经济管理,书名：富人的逻辑*-*作者：[德]雷纳•齐特尔曼*-*格式：EPUB/MOBI/AZW3*-*评分：7.1*-*出版社：社会科学文献出版社*-*出版年：2016-8 *-*标签：投资理财经济*-*ISBN： 9787509790397 *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/2020030108122816.jpg,百度云盘##https://pan.baidu.com/s/1xU-X-DHL9BKE5OYR91YTqw,蓝奏云盘##https://www.lanzous.com/b02mt7xji,城通云盘##http://tesscn.aibooks.cc/dir/938796-37617004-847285,百度提取码：q73r蓝奏提取码：4kcl,https://www.aibooks.cc/books/8064.html
爱情和其他魔鬼,[哥伦比亚] 加西亚·马尔克斯, 8.7,小说文学,书名：爱情和其他魔鬼*-*作者：[哥伦比亚] 加西亚·马尔克斯*-*格式：EPUB/MOBI/AZW3*-*评分：8.7*-*出版社： 南海出版公司*-*出版年：2016-1*-*标签：小说文学爱情*-*ISBN： 9787544278638 *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/2020030108065717.jpg,百度云盘##https://pan.baidu.com/s/1CfIRUsuGz_xf9L4NDErFGg,蓝奏云盘##https://www.lanzous.com/b02mt7wqj,城通云盘##http://tesscn.aibooks.cc/dir/938796-37616983-11d56c,百度提取码：b3hc蓝奏提取码：g0wq,https://www.aibooks.cc/books/8061.html
美之地图,[罗马尼亚]米哈埃拉•诺洛茨, 8.7,生活时尚,书名：美之地图*-*作者：[罗马尼亚]米哈埃拉•诺洛茨*-*格式：EPUB/MOBI/AZW3*-*评分：8.7*-*出版社：广西师范大学出版社 /*-*出版年：2019-3*-*标签：女性摄影艺术*-*ISBN： 9787559811653 *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/202003010801562.jpg,百度云盘##https://pan.baidu.com/s/1O1k0l9WfGn-aKR3zrHjwGQ,蓝奏云盘##https://www.lanzous.com/b02mt7vxa,城通云盘##http://tesscn.aibooks.cc/dir/938796-37616944-84e5ef,百度提取码：v9zu蓝奏提取码：3g29,https://www.aibooks.cc/books/8058.html
漫长的遗忘,[法]丹妮尔·蒂埃里, 7.6,小说文学,书名：漫长的遗忘*-*作者：[法]丹妮尔·蒂埃里*-*格式：EPUB/MOBI/AZW3*-*评分：7.6*-*出版社： 人民文学出版社 *-*出版年：2017-7-1 *-*标签：小说悬疑推理*-*ISBN： 9787020128679 *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/2020030107592134.jpg,百度云盘##https://pan.baidu.com/s/1T3F1Hag18FySR1fUWYXI7w,蓝奏云盘##https://www.lanzous.com/b02mt7v9g,城通云盘##http://tesscn.aibooks.cc/dir/938796-37616932-2e6c7a,百度提取码：3hsg蓝奏提取码：4jhd,https://www.aibooks.cc/books/8055.html
麦肯锡决断力,[日]石井辉美, 5.1,经济管理,书名：麦肯锡决断力*-*作者：[日]石井辉美*-*格式：EPUB/MOBI/AZW3*-*评分：5.1*-*出版社：北京时代华文书局*-*出版年：*-*标签：企业励志管理*-*ISBN： 9787569928969 *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/2020030107513862.jpg,百度云盘##https://pan.baidu.com/s/1Qds0XoRNUPn_30yM_oElww,蓝奏云盘##https://www.lanzous.com/b02mt7uab,城通云盘##http://tesscn.aibooks.cc/dir/938796-37616866-46e935,百度提取码：kv8k蓝奏提取码：cqjs,https://www.aibooks.cc/books/8052.html
罗盘,[法] 马蒂亚斯·埃纳尔, 8.3,小说文学,书名：罗盘*-*作者：[法] 马蒂亚斯·埃纳尔*-*格式：EPUB/MOBI/AZW3*-*评分：8.3*-*出版社：人民文学出版社*-*出版年： 2017-9-1 *-*标签：小说文学法国*-*ISBN： 9787020131020 *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/2020030107460270.jpg,百度云盘##https://pan.baidu.com/s/15nXei4wutsApLTsoOXN2Dw,蓝奏云盘##https://www.lanzous.com/b02mt7thc,城通云盘##http://tesscn.aibooks.cc/dir/938796-37616857-1f0118,百度提取码：j61u蓝奏提取码：9wrc,https://www.aibooks.cc/books/8049.html
原生家庭生存指南,[英] 奥利弗·詹姆斯, 7.9,人文社科,书名：原生家庭生存指南*-*作者：[英] 奥利弗·詹姆斯*-*格式：EPUB/MOBI/AZW3*-*评分：7.9*-*出版社：江西人民出版社*-*出版年： 2019-7*-*标签：家庭心理生存*-*ISBN： 9787210113041 *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/2020030107393937.jpg,百度云盘##https://pan.baidu.com/s/1OUUvBxWLLiKjin9xKVxbOA,蓝奏云盘##https://www.lanzous.com/b02mt7suj,城通云盘##http://tesscn.aibooks.cc/dir/938796-37615837-050216,百度提取码：gb5u蓝奏提取码：e8gd,https://www.aibooks.cc/books/8046.html
11字谜案,[日] 东野圭吾, 5.8,小说文学,书名：11字谜案*-*作者：[日] 东野圭吾*-*格式：EPUB/MOBI/AZW3*-*评分：5.8*-*出版社：人民文学出版社 *-*出版年： 2020-1 *-*标签：小说推理文学日本*-*ISBN： 9787020156047 *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/202003010729509.jpg,百度云盘##https://pan.baidu.com/s/14gtKg9jOywyjqBNkPWvS0w,蓝奏云盘##https://www.lanzous.com/b02mt7s0j,城通云盘##http://tesscn.aibooks.cc/dir/938796-37615798-eaeb75,百度提取码：5ir8蓝奏提取码：2aho,https://www.aibooks.cc/books/8042.html
美国科学新闻精选套装（套装八册）,《科学新闻》杂志社, 0.0,人文社科,书名：美国科学新闻精选套装（套装八册）*-*作者：《科学新闻》杂志社*-*格式：EPUB/MOBI/AZW3*-*评分：0.0*-*出版社：电子工业出版社*-*出版年：2019-06-17*-*标签：套装新闻科学*-*ISBN： *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/2020030107163333.jpg,百度云盘##https://pan.baidu.com/s/1JBECGYM-nNJsxH9voUjvEA,蓝奏云盘##https://www.lanzous.com/b02mt7psj,城通云盘##http://tesscn.aibooks.cc/dir/938796-37601137-f9826b,百度提取码：yjtf蓝奏提取码：98nh,https://www.aibooks.cc/books/8039.html
金色的羁绊,[美]巴里·艾肯格林 , 7.3,经济管理,书名：金色的羁绊*-*作者：[美]巴里·艾肯格林 *-*格式：EPUB/MOBI/AZW3*-*评分：7.3*-*出版社： 机械工业出版社*-*出版年：2015-11*-*标签：经济金融黄金*-*ISBN： 9787111519713 *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/202003010711072.jpg,百度云盘##https://pan.baidu.com/s/1YLfb_8i4Fpt3xlh8GKw01Q,蓝奏云盘##https://www.lanzous.com/b02mt7owh,城通云盘##http://tesscn.aibooks.cc/dir/938796-37601071-d76cb9,百度提取码：vbfk蓝奏提取码：9zb6,https://www.aibooks.cc/books/8036.html
魔法外套,[意]迪诺·布扎蒂 , 8.1,小说文学,书名：魔法外套*-*作者：[意]迪诺·布扎蒂 *-*格式：EPUB/MOBI/AZW3*-*评分：8.1*-*出版社：四川人民出版社*-*出版年：2019-5*-*标签：小说意大利文学*-*ISBN： 9787220112966 *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/2020030107064536.jpg,百度云盘##https://pan.baidu.com/s/1ERlDmMReS0XXGH9cuPDzNw,蓝奏云盘##https://www.lanzous.com/b02mt7omh,城通云盘##http://tesscn.aibooks.cc/dir/938796-37601056-e040a6,百度提取码：may5蓝奏提取码：dd69,https://www.aibooks.cc/books/8033.html
迷人的逻辑题,[英]亚历克斯·贝洛斯, 8.8,人文社科,书名：迷人的逻辑题*-*作者：[英]亚历克斯·贝洛斯*-*格式：EPUB/MOBI/AZW3*-*评分：8.8*-*出版社：中信出版集团·科普工作室*-*出版年：2018-9*-*标签：思维数学逻辑*-*ISBN： 9787508693767 *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/2020030107020573.jpg,百度云盘##https://pan.baidu.com/s/1T7N5s8AhMo1MxTeunjDvrA,蓝奏云盘##https://www.lanzous.com/b02mt7nrg,城通云盘##http://tesscn.aibooks.cc/dir/938796-37601038-a908e5,百度提取码：3wsk蓝奏提取码：a1v2,https://www.aibooks.cc/books/8030.html
逻辑学入门很简单,兰晓华, 6.1,人文社科,书名：逻辑学入门很简单*-*作者：兰晓华*-*格式：EPUB/MOBI/AZW3*-*评分：6.1*-*出版社：人民邮电出版社 *-*出版年：2017-7*-*标签：哲学思维逻辑*-*ISBN： 9787115457578 *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/2020030106580184.jpg,百度云盘##https://pan.baidu.com/s/1JrpSdzIv6FKAqr8xYu7jvA,蓝奏云盘##https://www.lanzous.com/b02mt7n8h,城通云盘##http://tesscn.aibooks.cc/dir/938796-37601023-5ef107,百度提取码：9rhr蓝奏提取码：3dlm,https://www.aibooks.cc/books/8027.html
精益转型,[美]约翰·涂尚德 , 0.0,经济管理,书名：精益转型*-*作者：[美]约翰·涂尚德 *-*格式：EPUB/MOBI/AZW3*-*评分：0.0*-*出版社： 中译出版社 *-*出版年：2019-5-31*-*标签：医院管理运营*-*ISBN： 9787500159827 *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/2020030106533375.jpg,百度云盘##https://pan.baidu.com/s/1aCEtL5m-LaLGoBTVFQcuNA,蓝奏云盘##https://www.lanzous.com/b02mt7mgj,城通云盘##http://tesscn.aibooks.cc/dir/938796-37601014-cc97b1,百度提取码：sdc2蓝奏提取码：280x,https://www.aibooks.cc/books/8024.html
出众，从改变习惯开始,[德]马克•列克劳, 6.7,励志成功,书名：出众，从改变习惯开始*-*作者：[德]马克•列克劳*-*格式：EPUB/MOBI/AZW3*-*评分：6.7*-*出版社：北京联合出版公司*-*出版年： 2019-5-1 *-*标签：习惯励志鸡汤*-*ISBN： 9787559631428 *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/2020030106464959.jpg,百度云盘##https://pan.baidu.com/s/1GkVFmnQfbcSXfs4gYuHKrw,蓝奏云盘##https://www.lanzous.com/b02mt7luh,城通云盘##http://tesscn.aibooks.cc/dir/938796-37600996-9cfe8e,百度提取码：jejz蓝奏提取码：5vlj,https://www.aibooks.cc/books/8021.html
从航海图到世界史,[日]宫崎正胜, 8.2,历史传记,书名：从航海图到世界史*-*作者：[日]宫崎正胜*-*格式：EPUB/MOBI/AZW3*-*评分：8.2*-*出版社：中信出版集团*-*出版年： 2019-11-20*-*标签：世界历史海洋史*-*ISBN： 9787521706451 *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/2020030106421838.jpg,百度云盘##https://pan.baidu.com/s/1wbIpwuFMEv22FFMg1yMutw,蓝奏云盘##https://www.lanzous.com/b02mt7lda,城通云盘##http://tesscn.aibooks.cc/dir/938796-37600987-d941fc,百度提取码：pqsk蓝奏提取码：53vt,https://www.aibooks.cc/books/8018.html
天才为何成群地来,王汎森, 8.0,人文社科,书名：天才为何成群地来*-*作者：王汎森*-*格式：EPUB/MOBI/AZW3*-*评分：8.0*-*出版社： 社会科学文献出版社*-*出版年： 2019-8*-*标签：人文思想随笔*-*ISBN： 9787520144544 *-*,https://www.aibooks.cc/wp-content/uploads/2020/03/202003010637047.jpg,百度云盘##https://pan.baidu.com/s/1o1B33jXqsMCzDLxwic-9Pg,蓝奏云盘##https://www.lanzous.com/b02mt7kne,城通云盘##http://tesscn.aibooks.cc/dir/938796-37600966-5c0198,百度提取码：jkng蓝奏提取码：eq4k,https://www.aibooks.cc/books/8015.html
实用机器学习,孙亮/黄倩, 7.5,编程开发,书名：实用机器学习*-*作者：孙亮/黄倩*-*格式：PDF扫描版*-*评分：7.5*-*出版社：人民邮电出版社*-*出版年：2017-5*-*标签：大数据机器学习*-*ISBN： 9787115446466 *-*,https://www.aibooks.cc/wp-content/uploads/2020/02/2020022809522189.jpg,百度云盘##https://pan.baidu.com/s/1QmIaDr0hVrEQIzst_P4Fhw,城通云盘##http://tesscn.aibooks.cc/file/938796-425168880,,百度提取码：2zwm,https://www.aibooks.cc/books/8010.html
深度学习原理与TensorFlow实践 pdf高清扫描,喻俨/莫瑜/王琛/胡振邦/高杰 , 7.0,编程开发,书名：深度学习原理与TensorFlow实践 pdf高清扫描*-*作者：喻俨/莫瑜/王琛/胡振邦/高杰 *-*格式：PDF扫描版*-*评分：7.0*-*出版社：电子工业出版社*-*出版年：2017-6*-*标签：TensorFlow深度学习*-*ISBN： 9787121312984 *-*,https://www.aibooks.cc/wp-content/uploads/2020/02/2020022809482932.jpg,百度云盘##https://pan.baidu.com/s/1Yu4PQX091OFhH-wz0CwXww,城通云盘##http://tesscn.aibooks.cc/file/938796-425168880,,百度提取码：ftb4,https://www.aibooks.cc/books/8007.html
深度学习 Caffe之经典模型详解与实战 pdf高清扫描,乐毅/王斌 , 4.3,编程开发,书名：深度学习 Caffe之经典模型详解与实战 pdf高清扫描*-*作者：乐毅/王斌 *-*格式：PDF扫描版*-*评分：4.3*-*出版社：电子工业出版社*-*出版年：2016-12*-*标签：人工智能深度学习*-*ISBN： 9787121301186 *-*,https://www.aibooks.cc/wp-content/uploads/2020/02/2020022809455065.jpg,百度云盘##https://pan.baidu.com/s/1YDiAqQVQjbEkUUe2GY6ubw,城通云盘##http://tesscn.aibooks.cc/file/938796-425168880,,百度提取码：vjz1,https://www.aibooks.cc/books/8004.html
区块链与大数据：打造智能经济 pdf高清扫描,井底望天/武源文/赵国栋/刘文献, 6.0,编程开发,书名：区块链与大数据：打造智能经济 pdf高清扫描*-*作者：井底望天/武源文/赵国栋/刘文献*-*格式：PDF扫描版*-*评分：6.0*-*出版社：人民邮电出版社*-*出版年：2017-6-1*-*标签：区块链大数据数字货币*-*ISBN： 9787115457400 *-*,https://www.aibooks.cc/wp-content/uploads/2020/02/2020022809421890.jpg,百度云盘##https://pan.baidu.com/s/1etMXZfAlt6jjDKYOuiRnjw,城通云盘##http://tesscn.aibooks.cc/file/938796-425168880,,百度提取码：m4w2,https://www.aibooks.cc/books/8001.html
区块链技术指南,邹均/张海宁/唐屹/李磊 , 6.4,编程开发,书名：区块链技术指南*-*作者：邹均/张海宁/唐屹/李磊 *-*格式：PDF扫描版*-*评分：6.4*-*出版社：机械工业出版社*-*出版年：2016-11-1*-*标签：区块链数字货币*-*ISBN： 9787111553564 *-*,https://www.aibooks.cc/wp-content/uploads/2020/02/2020022809361871.jpg,百度云盘##https://pan.baidu.com/s/1vHWI7vPIPU3kO9JvCtC95A,城通云盘##http://tesscn.aibooks.cc/file/938796-425168880,,百度提取码：cte9,https://www.aibooks.cc/books/7997.html
成为技术领导者:掌握全面解决问题的方法 pdf高清扫描,[美]杰拉尔德·温伯格, 8.0,编程开发,书名：成为技术领导者:掌握全面解决问题的方法 pdf高清扫描*-*作者：[美]杰拉尔德·温伯格*-*格式：PDF扫描版*-*评分：8.0*-*出版社：电子工业出版社*-*出版年：2015-7-1*-*标签：软件工程项目管理*-*ISBN： 9787121258602 *-*,https://www.aibooks.cc/wp-content/uploads/2020/02/2020022809244114.jpg,百度云盘##https://pan.baidu.com/s/1YXqgpYuzJ8-FtIIONsLazw,城通云盘##http://tesscn.aibooks.cc/file/938796-425168892,,百度提取码：8c5f,https://www.aibooks.cc/books/7991.html
面向机器智能的TensorFlow实践 pdf高清扫描,[美]山姆·亚伯拉罕等, 6.4,编程开发,书名：面向机器智能的TensorFlow实践 pdf高清扫描*-*作者：[美]山姆·亚伯拉罕等*-*格式：PDF扫描版*-*评分：6.4*-*出版社：机械工业出版社*-*出版年：2017-5-1*-*标签：人工智能深度学习*-*ISBN： 9787111563891 *-*,https://www.aibooks.cc/wp-content/uploads/2020/02/2020022809285610.jpg,百度云盘##https://pan.baidu.com/s/10bphqn2OGnK3mKs7p5NBZw,城通云盘##http://tesscn.aibooks.cc/file/938796-425168880,,百度提取码：cydy,https://www.aibooks.cc/books/7994.html
TensorFlow实战 pdf高清扫描,黄文坚/唐源, 7.2,编程开发,书名：TensorFlow实战 pdf高清扫描*-*作者：黄文坚/唐源*-*格式：PDF扫描版*-*评分：7.2*-*出版社： 电子工业出版社*-*出版年：2017-2-1*-*标签：人工智能深度学习*-*ISBN： 9787121309120 *-*,https://www.aibooks.cc/wp-content/uploads/2020/02/2020022809174320.jpg,百度云盘##https://pan.baidu.com/s/1LdHQONZUs4HRXonOyGWQng,城通云盘##http://tesscn.aibooks.cc/file/938796-425168889,,百度提取码：nu6m,https://www.aibooks.cc/books/7986.html
TensorFlow技术解析与实战 pdf高清扫描,李嘉璇, 5.5,编程开发,书名：TensorFlow技术解析与实战 pdf高清扫描*-*作者：李嘉璇*-*格式：PDF扫描版*-*评分：5.5*-*出版社：人民邮电出版社*-*出版年：2017-6-1*-*标签：人工智能机器学习*-*ISBN： 9787115456137 *-*,https://www.aibooks.cc/wp-content/uploads/2020/02/2020022809142874.jpg,百度云盘##https://pan.baidu.com/s/1lHB3ax_Z2ezP3Xic4_P-pw,城通云盘##http://tesscn.aibooks.cc/file/938796-425168886,,百度提取码：aj3p,https://www.aibooks.cc/books/7983.html
TensorFlow：实战Google深度学习框架 pdf高清扫描,郑泽宇, 8.0,编程开发,书名：TensorFlow：实战Google深度学习框架 pdf高清扫描*-*作者：郑泽宇*-*格式：PDF扫描版*-*评分：8.0*-*出版社：电子工业出版社*-*出版年： 2017-2-10*-*标签：机器学习深度学习*-*ISBN： 9787121309595 *-*,https://www.aibooks.cc/wp-content/uploads/2020/02/2020022809083140.jpg,百度云盘##https://pan.baidu.com/s/1hdZ7TR59B_0IByzDHpncEw,城通云盘##http://tesscn.aibooks.cc/file/938796-425168883,,百度提取码：n8pw,https://www.aibooks.cc/books/7980.html
看完就用的思维导图,刘艳 , 6.6,学习教育,书名：看完就用的思维导图*-*作者：刘艳 *-*格式：EPUB/MOBI/AZW3*-*评分：6.6*-*出版社： 中信出版社*-*出版年： 2019-7*-*标签：学习导图工具*-*ISBN： 9787521705928 *-*,https://www.aibooks.cc/wp-content/uploads/2020/02/2020022808504621.jpg,百度云盘##https://pan.baidu.com/s/1bQrUFgC3erEE01PY63qM0g,蓝奏云盘##https://www.lanzous.com/b02mt0zqf,城通云盘##http://tesscn.aibooks.cc/dir/938796-37573960-42d512,百度提取码：vgus蓝奏提取码：gree,https://www.aibooks.cc/books/7977.html
克服低自尊（第二版）,[英]梅勒妮·芬内尔 , 8.9,人文社科,书名：克服低自尊（第二版）*-*作者：[英]梅勒妮·芬内尔 *-*格式：EPUB/MOBI/AZW3*-*评分：8.9*-*出版社：上海社会科学院出版社*-*出版年： 2019-1*-*标签：心理思维自尊*-*ISBN： 9787552023497 *-*,https://www.aibooks.cc/wp-content/uploads/2020/02/2020022808460998.jpg,百度云盘##https://pan.baidu.com/s/1H0x6IS3DHQH7DQOcSgAkaw,蓝奏云盘##https://www.lanzous.com/b02mt0ycf,城通云盘##http://tesscn.aibooks.cc/dir/938796-37573936-5c39df,"
百度提取码：saxw
蓝奏提取码：1qn2
",https://www.aibooks.cc/books/7973.html
